exercise_item_ID	exercise_type	exercise_instruction	exercise_item	example_solution	response	participant_ID	teacher_correction	teacher_error_annotation
deIndirecteRede_19	gapFilling	Kies DAT of OF voor de bijzin in de indirecte rede.	Ik weet <gap> wij op vakantie kunnen gaan.	dat	dat	NL_1	True	N/A
deIndirecteRede_19	gapFilling	Kies DAT of OF voor de bijzin in de indirecte rede.	Ik weet <gap> wij op vakantie kunnen gaan.	dat	dat	NL_2	True	N/A
deIndirecteRede_19	gapFilling	Kies DAT of OF voor de bijzin in de indirecte rede.	Ik weet <gap> wij op vakantie kunnen gaan.	dat	dat	NL_3	True	N/A
deIndirecteRede_19	gapFilling	Kies DAT of OF voor de bijzin in de indirecte rede.	Ik weet <gap> wij op vakantie kunnen gaan.	dat	niet of	NL_4	True	N/A
deIndirecteRede_19	gapFilling	Kies DAT of OF voor de bijzin in de indirecte rede.	Ik weet <gap> wij op vakantie kunnen gaan.	dat	dat	NL_5	True	N/A
deIndirecteRede_20	gapFilling	Kies DAT of OF voor de bijzin in de indirecte rede.	Ik denk <gap> hij erg aardig is.	dat	dat	NL_1	True	N/A
deIndirecteRede_20	gapFilling	Kies DAT of OF voor de bijzin in de indirecte rede.	Ik denk <gap> hij erg aardig is.	dat	dat	NL_2	True	N/A
deIndirecteRede_20	gapFilling	Kies DAT of OF voor de bijzin in de indirecte rede.	Ik denk <gap> hij erg aardig is.	dat	dat	NL_3	True	N/A
deIndirecteRede_20	gapFilling	Kies DAT of OF voor de bijzin in de indirecte rede.	Ik denk <gap> hij erg aardig is.	dat	dat	NL_4	True	N/A
deIndirecteRede_20	gapFilling	Kies DAT of OF voor de bijzin in de indirecte rede.	Ik denk <gap> hij erg aardig is.	dat	dat	NL_5	True	N/A
deIndirecteRede_21	gapFilling	Kies DAT of OF voor de bijzin in de indirecte rede.	Jij vindt <gap> het restaurant gesloten moet worden.	dat	dat	NL_1	True	N/A
deIndirecteRede_21	gapFilling	Kies DAT of OF voor de bijzin in de indirecte rede.	Jij vindt <gap> het restaurant gesloten moet worden.	dat	dat	NL_2	True	N/A
deIndirecteRede_21	gapFilling	Kies DAT of OF voor de bijzin in de indirecte rede.	Jij vindt <gap> het restaurant gesloten moet worden.	dat	dat	NL_3	True	N/A
deIndirecteRede_21	gapFilling	Kies DAT of OF voor de bijzin in de indirecte rede.	Jij vindt <gap> het restaurant gesloten moet worden.	dat	dat	NL_4	True	N/A
deIndirecteRede_21	gapFilling	Kies DAT of OF voor de bijzin in de indirecte rede.	Jij vindt <gap> het restaurant gesloten moet worden.	dat	dat	NL_5	True	N/A
deIndirecteRede_22	gapFilling	Kies DAT of OF voor de bijzin in de indirecte rede.	De serveerster vraagt <gap> wij iets willen drinken.	of	of	NL_1	True	N/A
deIndirecteRede_22	gapFilling	Kies DAT of OF voor de bijzin in de indirecte rede.	De serveerster vraagt <gap> wij iets willen drinken.	of	of	NL_2	True	N/A
deIndirecteRede_22	gapFilling	Kies DAT of OF voor de bijzin in de indirecte rede.	De serveerster vraagt <gap> wij iets willen drinken.	of	of	NL_3	True	N/A
deIndirecteRede_22	gapFilling	Kies DAT of OF voor de bijzin in de indirecte rede.	De serveerster vraagt <gap> wij iets willen drinken.	of	of	NL_4	True	N/A
deIndirecteRede_22	gapFilling	Kies DAT of OF voor de bijzin in de indirecte rede.	De serveerster vraagt <gap> wij iets willen drinken.	of	of	NL_5	True	N/A
deIndirecteRede_23	gapFilling	Kies DAT of OF voor de bijzin in de indirecte rede.	Wij geloven <gap> wij een probleem hebben.	dat	dat	NL_1	True	N/A
deIndirecteRede_23	gapFilling	Kies DAT of OF voor de bijzin in de indirecte rede.	Wij geloven <gap> wij een probleem hebben.	dat	of	NL_2	False	N/A
deIndirecteRede_23	gapFilling	Kies DAT of OF voor de bijzin in de indirecte rede.	Wij geloven <gap> wij een probleem hebben.	dat	dat	NL_3	True	N/A
deIndirecteRede_23	gapFilling	Kies DAT of OF voor de bijzin in de indirecte rede.	Wij geloven <gap> wij een probleem hebben.	dat	dat	NL_4	True	N/A
deIndirecteRede_23	gapFilling	Kies DAT of OF voor de bijzin in de indirecte rede.	Wij geloven <gap> wij een probleem hebben.	dat	dat	NL_5	True	N/A
deIndirecteRede_24	gapFilling	Kies DAT of OF voor de bijzin in de indirecte rede.	Hij vraagt zich af <gap> hij de goede keuze heeft gemaakt.	of	of	NL_1	True	N/A
deIndirecteRede_24	gapFilling	Kies DAT of OF voor de bijzin in de indirecte rede.	Hij vraagt zich af <gap> hij de goede keuze heeft gemaakt.	of	of	NL_2	True	N/A
deIndirecteRede_24	gapFilling	Kies DAT of OF voor de bijzin in de indirecte rede.	Hij vraagt zich af <gap> hij de goede keuze heeft gemaakt.	of	of	NL_3	True	N/A
deIndirecteRede_24	gapFilling	Kies DAT of OF voor de bijzin in de indirecte rede.	Hij vraagt zich af <gap> hij de goede keuze heeft gemaakt.	of	of	NL_4	True	N/A
deIndirecteRede_24	gapFilling	Kies DAT of OF voor de bijzin in de indirecte rede.	Hij vraagt zich af <gap> hij de goede keuze heeft gemaakt.	of	of	NL_5	True	N/A
deIndirecteRede_25	gapFilling	Kies DAT of OF voor de bijzin in de indirecte rede.	Zij weet <gap> ik een verrassing voor haar heb.	dat	dat	NL_1	True	N/A
deIndirecteRede_25	gapFilling	Kies DAT of OF voor de bijzin in de indirecte rede.	Zij weet <gap> ik een verrassing voor haar heb.	dat	dat	NL_2	True	N/A
deIndirecteRede_25	gapFilling	Kies DAT of OF voor de bijzin in de indirecte rede.	Zij weet <gap> ik een verrassing voor haar heb.	dat	dat	NL_3	True	N/A
deIndirecteRede_25	gapFilling	Kies DAT of OF voor de bijzin in de indirecte rede.	Zij weet <gap> ik een verrassing voor haar heb.	dat	niet dat	NL_4	True	N/A
deIndirecteRede_25	gapFilling	Kies DAT of OF voor de bijzin in de indirecte rede.	Zij weet <gap> ik een verrassing voor haar heb.	dat	dat	NL_5	True	N/A
deRelatieveBijzin_1	gapFilling	Lees de zin en vul het ontbrekende relatieve pronomen in.	En dan zijn er ook nog creatieve hobby's, zoals tekenen, knutselen, schilderen, muziek spelen <gap> je je gezellig thuis kan amuseren.	waarmee	waarmee	NL_1	True	N/A
deRelatieveBijzin_1	gapFilling	Lees de zin en vul het ontbrekende relatieve pronomen in.	En dan zijn er ook nog creatieve hobby's, zoals tekenen, knutselen, schilderen, muziek spelen <gap> je je gezellig thuis kan amuseren.	waarmee	waarmee	NL_2	True	N/A
deRelatieveBijzin_1	gapFilling	Lees de zin en vul het ontbrekende relatieve pronomen in.	En dan zijn er ook nog creatieve hobby's, zoals tekenen, knutselen, schilderen, muziek spelen <gap> je je gezellig thuis kan amuseren.	waarmee	die	NL_3	False	N/A
deRelatieveBijzin_1	gapFilling	Lees de zin en vul het ontbrekende relatieve pronomen in.	En dan zijn er ook nog creatieve hobby's, zoals tekenen, knutselen, schilderen, muziek spelen <gap> je je gezellig thuis kan amuseren.	waarmee	waarmee	NL_4	True	N/A
deRelatieveBijzin_1	gapFilling	Lees de zin en vul het ontbrekende relatieve pronomen in.	En dan zijn er ook nog creatieve hobby's, zoals tekenen, knutselen, schilderen, muziek spelen <gap> je je gezellig thuis kan amuseren.	waarmee	waarmee	NL_5	True	N/A
deRelatieveBijzin_2	gapFilling	Lees de zin en vul het ontbrekende relatieve pronomen in.	In elk geval is een hobby iets <gap> je leuk vindt om te doen.	wat	dat	NL_1	False	N/A
deRelatieveBijzin_2	gapFilling	Lees de zin en vul het ontbrekende relatieve pronomen in.	In elk geval is een hobby iets <gap> je leuk vindt om te doen.	wat	wat	NL_2	True	N/A
deRelatieveBijzin_2	gapFilling	Lees de zin en vul het ontbrekende relatieve pronomen in.	In elk geval is een hobby iets <gap> je leuk vindt om te doen.	wat	dat	NL_3	False	N/A
deRelatieveBijzin_2	gapFilling	Lees de zin en vul het ontbrekende relatieve pronomen in.	In elk geval is een hobby iets <gap> je leuk vindt om te doen.	wat	die	NL_4	False	N/A
deRelatieveBijzin_2	gapFilling	Lees de zin en vul het ontbrekende relatieve pronomen in.	In elk geval is een hobby iets <gap> je leuk vindt om te doen.	wat	dat	NL_5	False	N/A
deRelatieveBijzin_3	gapFilling	Lees de zin en vul het ontbrekende relatieve pronomen in.	Hoe vind je een hobby <gap> bij je past?	die	die	NL_1	True	N/A
deRelatieveBijzin_3	gapFilling	Lees de zin en vul het ontbrekende relatieve pronomen in.	Hoe vind je een hobby <gap> bij je past?	die	die	NL_2	True	N/A
deRelatieveBijzin_3	gapFilling	Lees de zin en vul het ontbrekende relatieve pronomen in.	Hoe vind je een hobby <gap> bij je past?	die	die	NL_3	True	N/A
deRelatieveBijzin_3	gapFilling	Lees de zin en vul het ontbrekende relatieve pronomen in.	Hoe vind je een hobby <gap> bij je past?	die	die	NL_4	True	N/A
deRelatieveBijzin_3	gapFilling	Lees de zin en vul het ontbrekende relatieve pronomen in.	Hoe vind je een hobby <gap> bij je past?	die	die	NL_5	True	N/A
deRelatieveBijzin_4	gapFilling	Lees de zin en vul het ontbrekende relatieve pronomen in.	Energie is een belangrijke factor <gap> je moet kijken als je een nieuwe hobby zoekt.	waarnaar	die	NL_1	False	N/A
deRelatieveBijzin_4	gapFilling	Lees de zin en vul het ontbrekende relatieve pronomen in.	Energie is een belangrijke factor <gap> je moet kijken als je een nieuwe hobby zoekt.	waarnaar	dat	NL_2	False	N/A
deRelatieveBijzin_4	gapFilling	Lees de zin en vul het ontbrekende relatieve pronomen in.	Energie is een belangrijke factor <gap> je moet kijken als je een nieuwe hobby zoekt.	waarnaar	naar	NL_3	False	N/A
deRelatieveBijzin_4	gapFilling	Lees de zin en vul het ontbrekende relatieve pronomen in.	Energie is een belangrijke factor <gap> je moet kijken als je een nieuwe hobby zoekt.	waarnaar	waarnaar	NL_4	True	N/A
deRelatieveBijzin_4	gapFilling	Lees de zin en vul het ontbrekende relatieve pronomen in.	Energie is een belangrijke factor <gap> je moet kijken als je een nieuwe hobby zoekt.	waarnaar	waarnaar	NL_5	True	N/A
deRelatieveBijzin_5	gapFilling	Lees de zin en vul het ontbrekende relatieve pronomen in.	Is deze hobby een activiteit <gap> jou energie geeft?	die	die	NL_1	True	N/A
deRelatieveBijzin_5	gapFilling	Lees de zin en vul het ontbrekende relatieve pronomen in.	Is deze hobby een activiteit <gap> jou energie geeft?	die	die	NL_2	True	N/A
deRelatieveBijzin_5	gapFilling	Lees de zin en vul het ontbrekende relatieve pronomen in.	Is deze hobby een activiteit <gap> jou energie geeft?	die	die	NL_3	True	N/A
deRelatieveBijzin_5	gapFilling	Lees de zin en vul het ontbrekende relatieve pronomen in.	Is deze hobby een activiteit <gap> jou energie geeft?	die	die	NL_4	True	N/A
deRelatieveBijzin_5	gapFilling	Lees de zin en vul het ontbrekende relatieve pronomen in.	Is deze hobby een activiteit <gap> jou energie geeft?	die	die	NL_5	True	N/A
deRelatieveBijzin_6	gapFilling	Lees de zin en vul het ontbrekende relatieve pronomen in.	Wat waren de activiteiten <gap> je je als kind ontspande?	waarmee	waarbij	NL_1	True	N/A
deRelatieveBijzin_6	gapFilling	Lees de zin en vul het ontbrekende relatieve pronomen in.	Wat waren de activiteiten <gap> je je als kind ontspande?	waarmee	die	NL_2	False	N/A
deRelatieveBijzin_6	gapFilling	Lees de zin en vul het ontbrekende relatieve pronomen in.	Wat waren de activiteiten <gap> je je als kind ontspande?	waarmee	die	NL_3	False	N/A
deRelatieveBijzin_6	gapFilling	Lees de zin en vul het ontbrekende relatieve pronomen in.	Wat waren de activiteiten <gap> je je als kind ontspande?	waarmee	waarbij	NL_4	True	N/A
deRelatieveBijzin_6	gapFilling	Lees de zin en vul het ontbrekende relatieve pronomen in.	Wat waren de activiteiten <gap> je je als kind ontspande?	waarmee	waarmee	NL_5	True	N/A
deRelatieveBijzin_7	gapFilling	Lees de zin en vul het ontbrekende relatieve pronomen in.	Het kan leuk zijn om nu weer die hobby's te doen <gap> je vroeger leuk vond.	die	die	NL_1	True	N/A
deRelatieveBijzin_7	gapFilling	Lees de zin en vul het ontbrekende relatieve pronomen in.	Het kan leuk zijn om nu weer die hobby's te doen <gap> je vroeger leuk vond.	die	wat	NL_2	False	N/A
deRelatieveBijzin_7	gapFilling	Lees de zin en vul het ontbrekende relatieve pronomen in.	Het kan leuk zijn om nu weer die hobby's te doen <gap> je vroeger leuk vond.	die	die	NL_3	True	N/A
deRelatieveBijzin_7	gapFilling	Lees de zin en vul het ontbrekende relatieve pronomen in.	Het kan leuk zijn om nu weer die hobby's te doen <gap> je vroeger leuk vond.	die	die	NL_4	True	N/A
deRelatieveBijzin_7	gapFilling	Lees de zin en vul het ontbrekende relatieve pronomen in.	Het kan leuk zijn om nu weer die hobby's te doen <gap> je vroeger leuk vond.	die	die	NL_5	True	N/A
deRelatieveBijzin_8	gapFilling	Lees de zin en vul het ontbrekende relatieve pronomen in.	Download bijvoorbeeld een podcast <gap> je kan luisteren terwijl je naar je werk rijdt.	die	die	NL_1	True	N/A
deRelatieveBijzin_8	gapFilling	Lees de zin en vul het ontbrekende relatieve pronomen in.	Download bijvoorbeeld een podcast <gap> je kan luisteren terwijl je naar je werk rijdt.	die	dat	NL_2	False	N/A
deRelatieveBijzin_8	gapFilling	Lees de zin en vul het ontbrekende relatieve pronomen in.	Download bijvoorbeeld een podcast <gap> je kan luisteren terwijl je naar je werk rijdt.	die	naar	NL_3	False	N/A
deRelatieveBijzin_8	gapFilling	Lees de zin en vul het ontbrekende relatieve pronomen in.	Download bijvoorbeeld een podcast <gap> je kan luisteren terwijl je naar je werk rijdt.	die	waarnaar	NL_4	True	N/A
deRelatieveBijzin_8	gapFilling	Lees de zin en vul het ontbrekende relatieve pronomen in.	Download bijvoorbeeld een podcast <gap> je kan luisteren terwijl je naar je werk rijdt.	die	waarnaar	NL_5	True	N/A
deRelatieveBijzin_9	gapFilling	Lees de zin en vul het ontbrekende relatieve pronomen in.	Om Spaans te oefenen kan je per week een avond kiezen <gap> je naar een Spaanse film kijkt zonder ondertitels.	waarop	waar	NL_1	False	N/A
deRelatieveBijzin_9	gapFilling	Lees de zin en vul het ontbrekende relatieve pronomen in.	Om Spaans te oefenen kan je per week een avond kiezen <gap> je naar een Spaanse film kijkt zonder ondertitels.	waarop	waarop	NL_2	True	N/A
deRelatieveBijzin_9	gapFilling	Lees de zin en vul het ontbrekende relatieve pronomen in.	Om Spaans te oefenen kan je per week een avond kiezen <gap> je naar een Spaanse film kijkt zonder ondertitels.	waarop	wanneer	NL_3	True	N/A
deRelatieveBijzin_9	gapFilling	Lees de zin en vul het ontbrekende relatieve pronomen in.	Om Spaans te oefenen kan je per week een avond kiezen <gap> je naar een Spaanse film kijkt zonder ondertitels.	waarop	waar	NL_4	False	N/A
deRelatieveBijzin_9	gapFilling	Lees de zin en vul het ontbrekende relatieve pronomen in.	Om Spaans te oefenen kan je per week een avond kiezen <gap> je naar een Spaanse film kijkt zonder ondertitels.	waarop	waarop	NL_5	True	N/A
deRelatieveBijzin_10	rephrase	Zet de informatie tussen haakjes als een relatieve bijzin in de eerste zin. Voorbeeld: Hun 4 kinderen volgen allemaal dansles (Wij kennen hun kinderen goed) ---> Hun 4 kinderen, die wij goed kennen, volgen allemaal dansles.	Ken jij Ward en Laura? (wij gingen vroeger elke zaterdag uit met Ward en Laura) ---> Ken jij Ward en Laura __________ ?	Ken jij Ward en Laura, met wie we vroeger elke zaterdag uitgingen?	Ken jij Ward en Laura met wie wij vroeger elke zaterdag uitgingen?	NL_1	True	N/A
deRelatieveBijzin_10	rephrase	Zet de informatie tussen haakjes als een relatieve bijzin in de eerste zin. Voorbeeld: Hun 4 kinderen volgen allemaal dansles (Wij kennen hun kinderen goed) ---> Hun 4 kinderen, die wij goed kennen, volgen allemaal dansles.	Ken jij Ward en Laura? (wij gingen vroeger elke zaterdag uit met Ward en Laura) ---> Ken jij Ward en Laura __________ ?	Ken jij Ward en Laura, met wie we vroeger elke zaterdag uitgingen?	Ken jij Ward en Laura, met wie gingen wij vroeger elke zaterdag uit?	NL_2	False	['met wie gingen wij vroeger elke zaterdag uit | met wie wij vroeger elke zaterdag uitgingen']
deRelatieveBijzin_10	rephrase	Zet de informatie tussen haakjes als een relatieve bijzin in de eerste zin. Voorbeeld: Hun 4 kinderen volgen allemaal dansles (Wij kennen hun kinderen goed) ---> Hun 4 kinderen, die wij goed kennen, volgen allemaal dansles.	Ken jij Ward en Laura? (wij gingen vroeger elke zaterdag uit met Ward en Laura) ---> Ken jij Ward en Laura __________ ?	Ken jij Ward en Laura, met wie we vroeger elke zaterdag uitgingen?	Ken jij Ward en Laura, met wie vroeger we elke zaterdag uitgingen?	NL_3	False	['vroeger we | we vroeger']
deRelatieveBijzin_10	rephrase	Zet de informatie tussen haakjes als een relatieve bijzin in de eerste zin. Voorbeeld: Hun 4 kinderen volgen allemaal dansles (Wij kennen hun kinderen goed) ---> Hun 4 kinderen, die wij goed kennen, volgen allemaal dansles.	Ken jij Ward en Laura? (wij gingen vroeger elke zaterdag uit met Ward en Laura) ---> Ken jij Ward en Laura __________ ?	Ken jij Ward en Laura, met wie we vroeger elke zaterdag uitgingen?	Ken jij Ward en Laura met wie wij vroeger elke zaterdag uitgingen?	NL_4	True	N/A
deRelatieveBijzin_10	rephrase	Zet de informatie tussen haakjes als een relatieve bijzin in de eerste zin. Voorbeeld: Hun 4 kinderen volgen allemaal dansles (Wij kennen hun kinderen goed) ---> Hun 4 kinderen, die wij goed kennen, volgen allemaal dansles.	Ken jij Ward en Laura? (wij gingen vroeger elke zaterdag uit met Ward en Laura) ---> Ken jij Ward en Laura __________ ?	Ken jij Ward en Laura, met wie we vroeger elke zaterdag uitgingen?	Ken jij Ward en Laura met wie wij vroeger elke zaterdag uitgingen?	NL_5	True	N/A
deRelatieveBijzin_11	rephrase	Zet de informatie tussen haakjes als een relatieve bijzin in de eerste zin. Voorbeeld: Hun 4 kinderen volgen allemaal dansles (Wij kennen hun kinderen goed) ---> Hun 4 kinderen, die wij goed kennen, volgen allemaal dansles.	Dit privéfitnesscentrum is duurder dan het sportcentrum van de universiteit (Massimo doet fitness in dit privéfitnesscentrum) ---> Dit privéfitnesscentrum, __________ , is duurder dan het sportcentrum van de universiteit.	Dit privéfitnesscentrum, waar Massimo fitness doet, is duurder dan het sportcentrum van de universiteit.	Dit privéfitnesscentrum, waarin Massimo fitness doet, is duurder dan het sportcentrum van de universiteit.	NL_1	True	N/A
deRelatieveBijzin_11	rephrase	Zet de informatie tussen haakjes als een relatieve bijzin in de eerste zin. Voorbeeld: Hun 4 kinderen volgen allemaal dansles (Wij kennen hun kinderen goed) ---> Hun 4 kinderen, die wij goed kennen, volgen allemaal dansles.	Dit privéfitnesscentrum is duurder dan het sportcentrum van de universiteit (Massimo doet fitness in dit privéfitnesscentrum) ---> Dit privéfitnesscentrum, __________ , is duurder dan het sportcentrum van de universiteit.	Dit privéfitnesscentrum, waar Massimo fitness doet, is duurder dan het sportcentrum van de universiteit.	Dit privéfitnesscentrum, waar Massimo fitness doet, is duurder dan het sportcentrum van de universiteit.	NL_2	True	N/A
deRelatieveBijzin_11	rephrase	Zet de informatie tussen haakjes als een relatieve bijzin in de eerste zin. Voorbeeld: Hun 4 kinderen volgen allemaal dansles (Wij kennen hun kinderen goed) ---> Hun 4 kinderen, die wij goed kennen, volgen allemaal dansles.	Dit privéfitnesscentrum is duurder dan het sportcentrum van de universiteit (Massimo doet fitness in dit privéfitnesscentrum) ---> Dit privéfitnesscentrum, __________ , is duurder dan het sportcentrum van de universiteit.	Dit privéfitnesscentrum, waar Massimo fitness doet, is duurder dan het sportcentrum van de universiteit.	Dit privéfitnesscentrum, waar Massimo fitness doet, is duurder dan het sportcentrum van de universiteit.	NL_3	True	N/A
deRelatieveBijzin_11	rephrase	Zet de informatie tussen haakjes als een relatieve bijzin in de eerste zin. Voorbeeld: Hun 4 kinderen volgen allemaal dansles (Wij kennen hun kinderen goed) ---> Hun 4 kinderen, die wij goed kennen, volgen allemaal dansles.	Dit privéfitnesscentrum is duurder dan het sportcentrum van de universiteit (Massimo doet fitness in dit privéfitnesscentrum) ---> Dit privéfitnesscentrum, __________ , is duurder dan het sportcentrum van de universiteit.	Dit privéfitnesscentrum, waar Massimo fitness doet, is duurder dan het sportcentrum van de universiteit.	Dit privéfitnesscentrum, waarin Massimo fitness doet, is duurder dan het sportcentrum van de universiteit.	NL_4	True	N/A
deRelatieveBijzin_11	rephrase	Zet de informatie tussen haakjes als een relatieve bijzin in de eerste zin. Voorbeeld: Hun 4 kinderen volgen allemaal dansles (Wij kennen hun kinderen goed) ---> Hun 4 kinderen, die wij goed kennen, volgen allemaal dansles.	Dit privéfitnesscentrum is duurder dan het sportcentrum van de universiteit (Massimo doet fitness in dit privéfitnesscentrum) ---> Dit privéfitnesscentrum, __________ , is duurder dan het sportcentrum van de universiteit.	Dit privéfitnesscentrum, waar Massimo fitness doet, is duurder dan het sportcentrum van de universiteit.	Dit privéfitnesscentrum, waarin Massimo fitness doet, is duurder dan het sportcentrum van de universiteit.	NL_5	True	N/A
deRelatieveBijzin_12	rephrase	Zet de informatie tussen haakjes als een relatieve bijzin in de eerste zin. Voorbeeld: Hun 4 kinderen volgen allemaal dansles (wij kennen hun kinderen goed) ---> Hun 4 kinderen, die wij goed kennen, volgen allemaal dansles.	In dit zwembad heb ik mijn eerste zwemlessen gekregen (het zwembad zag er vroeger minder modern uit) ---> In dit zwembad, __________ , __________ .	In dit zwembad, dat er vroeger minder modern uitzag, heb ik mijn eerste zwemlessen gekregen.	In dit zwembad, dat vroeger minder modern uitzag, heb ik mijn eerste zwemlessen gekregen.	NL_1	False	['vroeger minder modern uitzag | er vroeger minder modern uitzag']
deRelatieveBijzin_12	rephrase	Zet de informatie tussen haakjes als een relatieve bijzin in de eerste zin. Voorbeeld: Hun 4 kinderen volgen allemaal dansles (wij kennen hun kinderen goed) ---> Hun 4 kinderen, die wij goed kennen, volgen allemaal dansles.	In dit zwembad heb ik mijn eerste zwemlessen gekregen (het zwembad zag er vroeger minder modern uit) ---> In dit zwembad, __________ , __________ .	In dit zwembad, dat er vroeger minder modern uitzag, heb ik mijn eerste zwemlessen gekregen.	In dit zwembad, dat minder modern uit zag, heb ik mijn eerste zwemlessen gekregen.	NL_2	False	['dat minder modern uit zag | dat er vroeger minder modern uitzag']
deRelatieveBijzin_12	rephrase	Zet de informatie tussen haakjes als een relatieve bijzin in de eerste zin. Voorbeeld: Hun 4 kinderen volgen allemaal dansles (wij kennen hun kinderen goed) ---> Hun 4 kinderen, die wij goed kennen, volgen allemaal dansles.	In dit zwembad heb ik mijn eerste zwemlessen gekregen (het zwembad zag er vroeger minder modern uit) ---> In dit zwembad, __________ , __________ .	In dit zwembad, dat er vroeger minder modern uitzag, heb ik mijn eerste zwemlessen gekregen.	In dit zwembad, dat vroeger minder modern uitzag, heb ik mijn eerste zwemlessen gekregen.	NL_3	False	['vroeger minder modern uitzag | er vroeger minder modern uitzag']
deRelatieveBijzin_12	rephrase	Zet de informatie tussen haakjes als een relatieve bijzin in de eerste zin. Voorbeeld: Hun 4 kinderen volgen allemaal dansles (wij kennen hun kinderen goed) ---> Hun 4 kinderen, die wij goed kennen, volgen allemaal dansles.	In dit zwembad heb ik mijn eerste zwemlessen gekregen (het zwembad zag er vroeger minder modern uit) ---> In dit zwembad, __________ , __________ .	In dit zwembad, dat er vroeger minder modern uitzag, heb ik mijn eerste zwemlessen gekregen.	In dit zwembad, dat er vroeger minder modern uitzag, heb ik mijn eerste zwemlessen gekregen.	NL_4	True	N/A
deRelatieveBijzin_12	rephrase	Zet de informatie tussen haakjes als een relatieve bijzin in de eerste zin. Voorbeeld: Hun 4 kinderen volgen allemaal dansles (wij kennen hun kinderen goed) ---> Hun 4 kinderen, die wij goed kennen, volgen allemaal dansles.	In dit zwembad heb ik mijn eerste zwemlessen gekregen (het zwembad zag er vroeger minder modern uit) ---> In dit zwembad, __________ , __________ .	In dit zwembad, dat er vroeger minder modern uitzag, heb ik mijn eerste zwemlessen gekregen.	In dit zwembad, dat er vroeger minder modern uitzag, heb ik mijn eerste zwemlessen gekregen.	NL_5	True	N/A
deRelatieveBijzin_13	rephrase	Zet de informatie tussen haakjes als een relatieve bijzin in de eerste zin. Voorbeeld: Hun 4 kinderen volgen allemaal dansles (wij kennen hun kinderen goed) ---> Hun 4 kinderen, die wij goed kennen, volgen allemaal dansles.	Waar zijn jullie vrienden? (jullie zingen op zondagmorgen met deze vrienden in een koor) ---> Waar zijn jullie vrienden __________ ?	Waar zijn jullie vrienden met wie jullie op zondagmorgen in een koor zingen?	Waar zijn jullie vrienden met wie jullie op zondagmorgen in een koor zingen?	NL_1	True	N/A
deRelatieveBijzin_13	rephrase	Zet de informatie tussen haakjes als een relatieve bijzin in de eerste zin. Voorbeeld: Hun 4 kinderen volgen allemaal dansles (wij kennen hun kinderen goed) ---> Hun 4 kinderen, die wij goed kennen, volgen allemaal dansles.	Waar zijn jullie vrienden? (jullie zingen op zondagmorgen met deze vrienden in een koor) ---> Waar zijn jullie vrienden __________ ?	Waar zijn jullie vrienden met wie jullie op zondagmorgen in een koor zingen?	Waar zijn jullie vrienden met wie jullie op zaterdagmorgen in een koor zingen?	NL_2	True	N/A
deRelatieveBijzin_13	rephrase	Zet de informatie tussen haakjes als een relatieve bijzin in de eerste zin. Voorbeeld: Hun 4 kinderen volgen allemaal dansles (wij kennen hun kinderen goed) ---> Hun 4 kinderen, die wij goed kennen, volgen allemaal dansles.	Waar zijn jullie vrienden? (jullie zingen op zondagmorgen met deze vrienden in een koor) ---> Waar zijn jullie vrienden __________ ?	Waar zijn jullie vrienden met wie jullie op zondagmorgen in een koor zingen?	Waar zijn jullie vrienden, met wie jullie op zondagmorgen zingen in een koor?	NL_3	True	N/A
deRelatieveBijzin_13	rephrase	Zet de informatie tussen haakjes als een relatieve bijzin in de eerste zin. Voorbeeld: Hun 4 kinderen volgen allemaal dansles (wij kennen hun kinderen goed) ---> Hun 4 kinderen, die wij goed kennen, volgen allemaal dansles.	Waar zijn jullie vrienden? (jullie zingen op zondagmorgen met deze vrienden in een koor) ---> Waar zijn jullie vrienden __________ ?	Waar zijn jullie vrienden met wie jullie op zondagmorgen in een koor zingen?	Waar zijn jullie vrienden met wie jullie op zondagmorgen in een koor zingen?	NL_4	True	N/A
deRelatieveBijzin_13	rephrase	Zet de informatie tussen haakjes als een relatieve bijzin in de eerste zin. Voorbeeld: Hun 4 kinderen volgen allemaal dansles (wij kennen hun kinderen goed) ---> Hun 4 kinderen, die wij goed kennen, volgen allemaal dansles.	Waar zijn jullie vrienden? (jullie zingen op zondagmorgen met deze vrienden in een koor) ---> Waar zijn jullie vrienden __________ ?	Waar zijn jullie vrienden met wie jullie op zondagmorgen in een koor zingen?	Waar zijn jullie vrienden met die jullie op zondagmorgen in een koort zingen?	NL_5	False	['met die | met wie']
deRelatieveBijzin_14	rephrase	Zet de informatie tussen haakjes als een relatieve bijzin in de eerste zin. Voorbeeld: Hun 4 kinderen volgen allemaal dansles (wij kennen hun kinderen goed) ---> Hun 4 kinderen, die wij goed kennen, volgen allemaal dansles.	Ze ruimen de kleurpotloden altijd netjes op (ze hebben met die kleurpotloden getekend) ---> Ze ruimen de kleurpotloden __________ , altijd netjes op.	Ze ruimen de kleurpotloden, waarme ze hebben getekend, altijd netjes op.	Ze ruimen de kleurpotloden met die ze hebben getekend, altijd netjes op.	NL_1	False	['met die | waarmee']
